doseN,doseP,doseK,pH,Leaf_Fv.BAlMgCaKPN,Leaf_Al.BMgCaKPN,Leaf_B.MgCaKPN,Leaf_MgCaK.PN,Leaf_P.N,Leaf_MgCa.K,Leaf_Mg.Ca,Soil_Fv.MgCaKP,Soil_MgCaK.P,Soil_MgCa.K,Soil_Mg.Ca,weather_before.total_precip_Before.flower.bud.opening,weather_before.total_precip_Flower.bud.opening,weather_before.total_precip_Flower.open,weather_before.total_precip_Fruit.maturation,weather_before.total_precip_After.fruit.maturation,weather_before.mean_temp_Before.flower.bud.opening,weather_before.mean_temp_Flower.bud.opening,weather_before.mean_temp_Flower.open,weather_before.mean_temp_Fruit.maturation,weather_before.mean_temp_After.fruit.maturation,yield
-0.32718488096109577,-0.06750694414026029,-0.31456731657786685,-0.11430355980282614,-0.25206829894966937,-0.6448658037282204,-1.8813257238084238,0.7307118892350197,-0.29442119173920017,-0.40823363300911214,-3.0581161274732063,0.5853163672474218,0.1678863111656947,1.0802138871907045,0.24941107550123348,-1.7044307778659387,-1.119005721864423,-1.6084470997226425,-1.8888037706919756,-1.7113715364292217,-0.749763216782035,-0.3293799174922076,-0.6603244893746463,-1.4422938500639888,-0.5621489953104027,-0.8150857302610657
-0.9797267943862978,-0.06750694414026029,-0.31456731657786685,0.15560803154358366,-1.525569325586411,-0.3017039900102256,-0.7415288215778385,0.6274278389812793,0.13716494343174085,-0.5994469803327825,-2.7117092536038108,0.7515540487037807,-0.1449203289009676,-1.1207473964532961,-0.16644842593669562,-1.7044307778659387,-1.119005721864423,-1.6084470997226425,-1.8888037706919756,-1.7113715364292217,-0.749763216782035,-0.3293799174922076,-0.6603244893746463,-1.4422938500639888,-0.5621489953104027,-1.0781571905314324
0.13891648577119142,-0.06750694414026029,-0.31456731657786685,-0.09502416042093849,-1.1340456142861883,0.22629623170105895,-0.09184424823542055,1.0644305082244834,-0.34251959987496083,-0.1423569826175885,-2.245289143620504,0.3898162879709731,0.11900855967423249,0.6811214704889222,1.269706852899151,-1.7044307778659387,-1.119005721864423,-1.6084470997226425,-1.8888037706919756,-1.7113715364292217,-0.749763216782035,-0.3293799174922076,-0.6603244893746463,-1.4422938500639888,-0.5621489953104027,0.17619803307654794
-0.793286247693383,-0.06750694414026029,-0.31456731657786685,0.21344622968924315,-0.5826651111384734,-0.0898917845722511,-1.456340486154713,0.2579196057149631,0.5366024020313809,-1.4134576996407051,-1.7544399835638576,0.6460181276793826,-0.2795934512275435,-0.70755089675772,0.603490550873354,-1.7044307778659387,-1.119005721864423,-1.6084470997226425,-1.8888037706919756,-1.7113715364292217,-0.749763216782035,-0.3293799174922076,-0.6603244893746463,-1.4422938500639888,-0.5621489953104027,-0.42009727686961656
-0.793286247693383,-0.06750694414026029,-0.31456731657786685,-0.5770091449680969,-1.2221723251433678,0.36574232360019504,-0.8996944018586945,0.6466894450392365,0.8323128035072859,-0.28914037358336153,-1.6574703888129587,1.979767137851075,0.2816270007074302,-0.5434503256578403,0.7909360518364534,-1.7044307778659387,-1.119005721864423,-1.6084470997226425,-1.8888037706919756,-1.7113715364292217,-0.749763216782035,-0.3293799174922076,-0.6603244893746463,-1.4422938500639888,-0.5621489953104027,-0.7304453473914695
1.537220585968053,-0.06750694414026029,-0.31456731657786685,-0.3842151511492342,-0.3265870646931035,-0.5492624106617279,-0.26494197568448824,1.2434745556399351,0.36527078738208274,-0.32513334251569775,-1.8122142092405056,1.0340997735699087,0.689487659668774,0.10858288779743276,0.8538094332368945,-1.7044307778659387,-1.119005721864423,-1.6084470997226425,-1.8888037706919756,-1.7113715364292217,-0.749763216782035,-0.3293799174922076,-0.6603244893746463,-1.4422938500639888,-0.5621489953104027,-0.39340886785668083
-0.6068457010004681,-0.06750694414026029,-0.31456731657786685,0.17488743092546957,0.6496203978279256,0.4045634783146537,-1.1471838107547525,0.7791583008845572,-0.9861015620692848,-0.2079015141478435,-1.194614213291036,1.2880124029307098,0.8477609861122971,-0.44020755730191274,0.8888840216368775,-1.7044307778659387,-1.119005721864423,-1.6084470997226425,-1.8888037706919756,-1.7113715364292217,-0.749763216782035,-0.3293799174922076,-0.6603244893746463,-1.4422938500639888,-0.5621489953104027,0.02178652378741966
-0.793286247693383,-0.06750694414026029,-0.31456731657786685,0.4833578210356512,-0.39583385275056787,-0.9336895558780322,-0.9414099196313679,1.1183403662515639,0.5041689226718382,0.3721111340460087,-0.6355374352180132,-0.3349121187534802,0.6677294407491698,1.537833712291538,0.11194766258080519,-1.7044307778659387,-1.119005721864423,-1.6084470997226425,-1.8888037706919756,-1.7113715364292217,-0.749763216782035,-0.3293799174922076,-0.6603244893746463,-1.4422938500639888,-0.5621489953104027,-1.0125799569567904
-0.6068457010004681,-0.06750694414026029,-0.31456731657786685,-0.3070975536216888,1.140456873084465,0.8846354968526435,-2.7394328750088817,0.9149295612617123,-0.11859585938112045,0.7704201276456311,-0.08965981926525353,1.080754795344056,0.10095114298406445,-0.14836368974480385,0.8398204926067503,-1.7044307778659387,-1.119005721864423,-1.6084470997226425,-1.8888037706919756,-1.7113715364292217,-0.749763216782035,-0.3293799174922076,-0.6603244893746463,-1.4422938500639888,-0.5621489953104027,0.35157900659012575
-0.32718488096109577,-0.06750694414026029,-0.31456731657786685,-0.056465361657166646,0.0523230803409923,-0.24949908630573345,-1.29406714211141,0.3795113958791316,0.3434157070478263,-0.835334140962687,-0.8482073394216405,0.8737878065298412,0.1041651311092536,-0.19635943366160358,0.7034379487994468,-1.7044307778659387,-1.119005721864423,-1.6084470997226425,-1.8888037706919756,-1.7113715364292217,-0.749763216782035,-0.3293799174922076,-0.6603244893746463,-1.4422938500639888,-0.5621489953104027,-0.7861097433327354
